date,time,weather_description,temp_in_f,dewpt_in_f,humidity_in_%,pressure,precipitation_in_inches,wind_direction,wind_speed_in_mph
2018-10-20,23:00:00,Cloudy,50°F,45°F,84%,29.77,0 in.,W,0
2018-10-21,00:00:00,Cloudy,50°F,44°F,80%,29.78,0 in.,N,1
2018-10-21,01:00:00,Mostly Cloudy,50°F,38°F,63%,29.77,0.01 in.,SW,3
2018-10-21,02:00:00,Partly Cloudy,49°F,35°F,58%,29.78,0 in.,W,6
2018-10-21,03:00:00,Partly Cloudy,47°F,37°F,67%,29.83,0 in.,NW,2
2018-10-21,04:00:00,Cloudy,46°F,37°F,71%,29.84,0 in.,N,4
2018-10-21,05:00:00,Cloudy,47°F,37°F,68%,29.89,0 in.,NNE,4
2018-10-21,06:00:00,Cloudy,46°F,37°F,69%,29.96,0 in.,N,9
2018-10-21,07:00:00,Cloudy,44°F,37°F,77%,30.01,0 in.,N,0
2018-10-21,08:00:00,Cloudy,45°F,38°F,77%,30.06,0 in.,N,0
2018-10-24,09:00:00,Partly Cloudy,49°F,38°F,65%,30.22,0 in.,NW,1
2018-10-24,10:00:00,Cloudy,50°F,38°F,63%,30.22,0 in.,NNW,3
2018-10-24,11:00:00,Mostly Cloudy,51°F,38°F,61%,30.23,0 in.,S,0
2018-10-24,12:00:00,Clear,53°F,37°F,55%,30.23,0 in.,N,1
2018-10-24,13:00:00,Partly Cloudy,55°F,37°F,50%,30.21,0 in.,SW,1
2018-10-24,14:00:00,Clear,57°F,38°F,48%,30.19,0 in.,W,0
2018-10-24,15:00:00,Clear,57°F,36°F,45%,30.18,0 in.,E,2
2018-10-24,16:00:00,Clear,58°F,38°F,47%,30.18,0 in.,ESE,1
2018-10-24,17:00:00,Clear,57°F,37°F,47%,30.19,0 in.,N,1
2018-10-24,18:00:00,Clear,52°F,38°F,60%,30.20,0 in.,NNW,0
2018-10-24,19:00:00,Clear,49°F,37°F,62%,30.22,0 in.,NNE,0
2018-10-24,20:00:00,Clear,48°F,36°F,63%,30.23,0 in.,NNW,1
2018-10-24,21:00:00,Clear,45°F,36°F,71%,30.23,0 in.,NW,0
2018-10-24,22:00:00,Mostly Cloudy,42°F,36°F,78%,30.26,0 in.,WNW,0
2018-10-24,23:00:00,Clear,40°F,36°F,84%,30.26,0 in.,ESE,0
2018-10-25,00:00:00,Clear,43°F,34°F,71%,30.25,0 in.,SSW,0
2018-10-25,01:00:00,Clear,44°F,35°F,70%,30.25,0 in.,SW,0
2018-10-25,02:00:00,Clear,42°F,34°F,74%,30.24,0 in.,ESE,0
2018-10-25,03:00:00,Clear,43°F,34°F,69%,30.22,0 in.,SE,0
2018-10-25,04:00:00,Clear,41°F,34°F,75%,30.22,0 in.,WNW,0
2018-10-25,05:00:00,Clear,37°F,33°F,86%,30.22,0 in.,WNW,0
2018-10-25,06:00:00,Clear,34°F,32°F,91%,30.23,0 in.,WNW,0
2018-10-25,07:00:00,Clear,33°F,31°F,92%,30.23,0 in.,W,0
2018-10-25,08:00:00,Clear,32°F,30°F,94%,30.24,0 in.,WSW,0
2018-10-25,09:00:00,Clear,38°F,36°F,93%,30.24,0 in.,WSW,0
2018-10-25,10:00:00,Clear,44°F,37°F,75%,30.22,0 in.,WSW,1
2018-10-25,11:00:00,Clear,49°F,37°F,63%,30.21,0 in.,NNW,1
2018-10-25,12:00:00,Clear,50°F,36°F,59%,30.19,0 in.,WNW,0
2018-10-25,13:00:00,Clear,53°F,38°F,57%,30.16,0 in.,WSW,1
2018-10-25,14:00:00,Clear,53°F,37°F,54%,30.12,0 in.,WNW,0
2018-10-25,15:00:00,Clear,53°F,38°F,57%,30.12,0 in.,ESE,0
2018-10-25,16:00:00,Clear,54°F,40°F,59%,30.11,0 in.,ESE,0
2018-10-25,17:00:00,Clear,55°F,39°F,54%,30.11,0 in.,E,0
2018-10-25,18:00:00,Clear,53°F,40°F,62%,30.09,0 in.,E,0
2018-10-25,19:00:00,Clear,48°F,42°F,78%,30.08,0 in.,E,0
2018-10-25,20:00:00,Clear,45°F,40°F,84%,30.08,0 in.,E,0
2018-10-25,21:00:00,Clear,45°F,42°F,89%,30.08,0 in.,E,0
2018-10-25,22:00:00,Clear,42°F,40°F,91%,30.09,0 in.,E,0
2018-10-25,23:00:00,Clear,40°F,38°F,94%,30.10,0 in.,S,0
2018-10-26,00:00:00,Clear,40°F,39°F,96%,30.10,0 in.,S,0
2018-10-26,01:00:00,Clear,40°F,39°F,96%,30.08,0 in.,S,0
2018-10-26,02:00:00,Clear,41°F,40°F,96%,30.08,0 in.,S,0
2018-10-26,03:00:00,Clear,40°F,39°F,96%,30.06,0 in.,S,0
2018-10-26,04:00:00,Clear,38°F,37°F,97%,30.07,0 in.,S,0
2018-10-26,05:00:00,Clear,38°F,37°F,97%,30.06,0 in.,S,0
2018-10-26,06:00:00,Clear,38°F,38°F,98%,30.06,0 in.,S,0
2018-10-26,07:00:00,Partly Cloudy,39°F,38°F,98%,30.06,0 in.,S,0
2018-10-26,08:00:00,Clear,40°F,40°F,98%,30.06,0 in.,S,0
2018-10-26,09:00:00,Clear,41°F,40°F,98%,30.08,0 in.,S,0
2018-10-26,10:00:00,Clear,43°F,42°F,98%,30.06,0 in.,SSE,0
2018-10-26,11:00:00,Mostly Cloudy,44°F,43°F,95%,30.08,0 in.,SSE,0
2018-10-26,12:00:00,Cloudy,45°F,43°F,93%,30.07,0 in.,SSE,0
2018-10-26,13:00:00,Cloudy,45°F,43°F,94%,30.04,0.01 in.,WSW,0
2018-10-26,14:00:00,Cloudy,45°F,44°F,95%,29.99,0.02 in.,E,0
2018-10-26,15:00:00,Cloudy,46°F,45°F,95%,29.95,0 in.,ESE,0
2018-10-26,16:00:00,Cloudy,47°F,46°F,95%,29.95,0 in.,ESE,0
2018-10-26,17:00:00,Cloudy,46°F,45°F,97%,29.92,0.06 in.,ESE,0
2018-10-26,18:00:00,Cloudy,46°F,46°F,98%,29.89,0.03 in.,ESE,0
2018-10-26,19:00:00,Cloudy,46°F,46°F,98%,29.88,0.12 in.,E,0
2018-10-26,20:00:00,Cloudy,45°F,44°F,98%,29.86,0.23 in.,ESE,0
2018-10-26,21:00:00,Cloudy,45°F,45°F,99%,29.83,0.1 in.,N,0
2018-10-26,22:00:00,Cloudy,45°F,45°F,99%,29.82,0.12 in.,NE,0
2018-10-26,23:00:00,Cloudy,45°F,45°F,99%,29.81,0.11 in.,SSW,0
2018-10-27,00:00:00,Cloudy,45°F,45°F,99%,29.77,0.07 in.,SSE,1
2018-10-27,01:00:00,Cloudy,45°F,45°F,99%,29.72,0.05 in.,WNW,0
2018-10-27,02:00:00,Cloudy,46°F,46°F,99%,29.68,0.05 in.,SSW,1
2018-10-27,03:00:00,Cloudy,46°F,46°F,99%,29.64,0.08 in.,SE,1
2018-10-27,04:00:00,Cloudy,47°F,47°F,99%,29.61,0.06 in.,E,1
2018-10-27,05:00:00,Cloudy,47°F,46°F,98%,29.59,0.05 in.,NW,2
2018-10-27,06:00:00,Cloudy,47°F,46°F,98%,29.60,0.04 in.,NNW,0
2018-10-27,07:00:00,Cloudy,48°F,47°F,97%,29.60,0.01 in.,WNW,0
2018-10-27,08:00:00,Cloudy,48°F,47°F,97%,29.60,0.02 in.,E,2
2018-10-27,09:00:00,Cloudy,48°F,47°F,95%,29.60,0 in.,WNW,0
2018-10-27,10:00:00,Cloudy,48°F,47°F,95%,29.62,0.01 in.,NW,0
2018-10-27,11:00:00,Cloudy,49°F,48°F,96%,29.61,0.01 in.,NW,0
2018-10-27,12:00:00,Cloudy,51°F,49°F,93%,29.60,0 in.,N,1
2018-10-27,13:00:00,Cloudy,55°F,51°F,87%,29.60,0 in.,NE,1
2018-10-27,14:00:00,Cloudy,54°F,49°F,83%,29.60,0 in.,NNW,2
2018-10-27,15:00:00,Cloudy,54°F,50°F,86%,29.60,0 in.,NNW,0
2018-10-27,16:00:00,Cloudy,53°F,49°F,87%,29.62,0 in.,SE,0
2018-10-27,17:00:00,Cloudy,53°F,49°F,88%,29.61,0 in.,SSE,0
2018-10-27,18:00:00,Cloudy,52°F,49°F,90%,29.64,0 in.,SE,0
2018-10-27,19:00:00,Cloudy,48°F,46°F,94%,29.64,0 in.,SE,0
2018-10-27,20:00:00,Mostly Cloudy,47°F,46°F,97%,29.67,0 in.,SE,0
2018-10-27,21:00:00,Cloudy,46°F,45°F,97%,29.67,0 in.,SE,0
2018-10-27,22:00:00,Cloudy,45°F,44°F,98%,29.69,0 in.,SE,0
2018-10-27,23:00:00,Cloudy,46°F,46°F,99%,29.71,0 in.,SE,0
2018-10-28,00:00:00,Cloudy,46°F,46°F,99%,29.72,0 in.,WSW,0
2018-10-28,01:00:00,Cloudy,47°F,47°F,99%,29.72,0 in.,WSW,0
2018-10-28,02:00:00,Cloudy,47°F,47°F,99%,29.72,0 in.,WSW,0
2018-10-28,03:00:00,Cloudy,47°F,47°F,99%,29.74,0 in.,WSW,0
2018-10-28,04:00:00,Cloudy,47°F,47°F,99%,29.74,0.01 in.,SSW,0
2018-10-28,05:00:00,Cloudy,47°F,47°F,99%,29.75,0.01 in.,SSW,0
2018-10-28,06:00:00,Cloudy,47°F,46°F,98%,29.77,0 in.,SW,0
2018-10-28,07:00:00,Cloudy,47°F,46°F,97%,29.79,0 in.,SW,0
2018-10-28,08:00:00,Cloudy,50°F,45°F,84%,29.80,0 in.,WSW,0
2018-10-28,09:00:00,Partly Cloudy,51°F,44°F,77%,29.83,0 in.,WSW,0
2018-10-28,10:00:00,Cloudy,53°F,46°F,77%,29.85,0 in.,SW,0
2018-10-28,11:00:00,Cloudy,55°F,45°F,68%,29.86,0 in.,WSW,6
2018-10-28,12:00:00,Cloudy,55°F,45°F,69%,29.86,0 in.,SW,1
2018-10-28,13:00:00,Cloudy,57°F,45°F,64%,29.85,0 in.,W,4
2018-10-28,14:00:00,Cloudy,56°F,44°F,65%,29.83,0 in.,SW,1
2018-10-28,15:00:00,Cloudy,58°F,45°F,61%,29.82,0 in.,WSW,0
2018-10-28,16:00:00,Partly Cloudy,61°F,46°F,57%,29.78,0 in.,WSW,1
2018-10-28,17:00:00,Clear,58°F,46°F,65%,29.78,0 in.,WSW,0
2018-10-28,18:00:00,Partly Cloudy,57°F,46°F,67%,29.76,0 in.,W,0
2018-10-28,19:00:00,Mostly Cloudy,54°F,47°F,76%,29.75,0 in.,SW,1
2018-10-28,20:00:00,Clear,54°F,47°F,76%,29.74,0 in.,WSW,2
2018-10-28,21:00:00,Clear,50°F,46°F,86%,29.70,0 in.,SW,0
2018-10-28,22:00:00,Clear,48°F,45°F,89%,29.69,0 in.,NE,0
2018-10-28,23:00:00,Cloudy,51°F,48°F,91%,29.72,0.03 in.,WSW,7
2018-10-29,00:00:00,Partly Cloudy,50°F,47°F,88%,29.71,0 in.,N,0
2018-10-29,01:00:00,Cloudy,48°F,46°F,93%,29.72,0 in.,WSW,0
2018-10-29,02:00:00,Clear,50°F,45°F,82%,29.71,0 in.,WSW,3
2018-10-29,03:00:00,Clear,51°F,45°F,80%,29.72,0 in.,SW,1
2018-10-29,04:00:00,Clear,52°F,45°F,76%,29.73,0 in.,WSW,1
2018-10-29,05:00:00,Cloudy,51°F,44°F,77%,29.75,0 in.,WSW,0
2018-10-29,06:00:00,Cloudy,52°F,46°F,79%,29.79,0 in.,SE,1
2018-10-29,07:00:00,Partly Cloudy,52°F,44°F,74%,29.81,0 in.,WSW,2
2018-10-29,08:00:00,Clear,52°F,44°F,73%,29.84,0 in.,NW,0
2018-10-29,09:00:00,Partly Cloudy,53°F,44°F,70%,29.87,0 in.,WSW,1
2018-10-29,10:00:00,Cloudy,56°F,45°F,67%,29.89,0 in.,W,1
2018-10-29,11:00:00,Cloudy,57°F,46°F,67%,29.91,0 in.,W,0
2018-10-29,12:00:00,Mostly Cloudy,59°F,46°F,63%,29.92,0 in.,WSW,4
2018-10-29,13:00:00,Cloudy,59°F,45°F,59%,29.94,0 in.,ESE,3
2018-10-29,14:00:00,Cloudy,57°F,42°F,58%,29.95,0 in.,NW,4
2018-10-29,15:00:00,Cloudy,55°F,40°F,58%,29.98,0 in.,N,2
2018-10-29,16:00:00,Cloudy,54°F,40°F,59%,29.99,0 in.,N,2
2018-10-29,17:00:00,Cloudy,55°F,41°F,60%,30.00,0 in.,SSE,0
2018-10-29,18:00:00,Cloudy,54°F,41°F,61%,30.01,0 in.,W,0
2018-10-29,19:00:00,Mostly Cloudy,50°F,41°F,71%,30.03,0 in.,W,0
2018-10-29,20:00:00,Partly Cloudy,46°F,41°F,82%,30.04,0 in.,W,0
2018-10-29,21:00:00,Clear,43°F,40°F,90%,30.04,0 in.,W,0
2018-10-29,22:00:00,Partly Cloudy,43°F,40°F,90%,30.05,0 in.,SSW,0
2018-10-29,23:00:00,Partly Cloudy,42°F,39°F,90%,30.07,0 in.,WNW,0
2018-10-30,00:00:00,Mostly Cloudy,41°F,39°F,94%,30.08,0 in.,WSW,0
2018-10-30,01:00:00,Mostly Cloudy,42°F,39°F,90%,30.07,0 in.,WNW,0
2018-10-30,02:00:00,Partly Cloudy,40°F,38°F,94%,30.08,0 in.,W,0
2018-10-30,03:00:00,Clear,39°F,38°F,95%,30.09,0 in.,W,0
2018-10-30,04:00:00,Clear,38°F,37°F,96%,30.09,0 in.,WNW,0
2018-10-30,05:00:00,Clear,39°F,38°F,96%,30.10,0 in.,WNW,0
2018-10-30,06:00:00,Partly Cloudy,37°F,36°F,95%,30.12,0 in.,W,0
2018-10-30,07:00:00,Cloudy,38°F,37°F,96%,30.13,0 in.,W,0
2018-10-30,08:00:00,Mostly Cloudy,37°F,36°F,97%,30.14,0 in.,W,0
2018-10-30,09:00:00,Partly Cloudy,40°F,39°F,97%,30.16,0 in.,W,0
2018-10-30,10:00:00,Clear,48°F,46°F,91%,30.16,0 in.,W,0
2018-10-30,11:00:00,Clear,56°F,45°F,67%,30.16,0 in.,W,0
2018-10-30,12:00:00,Partly Cloudy,61°F,45°F,56%,30.15,0 in.,N,1
2018-10-30,13:00:00,Partly Cloudy,61°F,45°F,55%,30.14,0 in.,N,2
2018-10-30,14:00:00,Clear,61°F,45°F,55%,30.12,0 in.,NW,0
2018-10-30,15:00:00,Clear,65°F,45°F,49%,30.11,0 in.,W,0
2018-10-30,16:00:00,Clear,66°F,46°F,48%,30.10,0 in.,NNE,0
2018-10-30,17:00:00,Clear,64°F,46°F,52%,30.11,0 in.,ESE,0
2018-10-30,18:00:00,Clear,59°F,47°F,64%,30.12,0 in.,SSE,0
2018-10-30,19:00:00,Clear,53°F,45°F,75%,30.12,0 in.,SSE,0
2018-10-30,20:00:00,Clear,50°F,45°F,84%,30.13,0 in.,S,0
2018-10-30,21:00:00,Clear,48°F,45°F,89%,30.13,0 in.,S,0
2018-10-30,22:00:00,Clear,45°F,43°F,92%,30.12,0 in.,S,0
2018-10-30,23:00:00,Clear,43°F,41°F,94%,30.13,0 in.,S,0
2018-10-31,00:00:00,Clear,42°F,41°F,96%,30.11,0 in.,S,0
2018-10-31,01:00:00,Clear,41°F,40°F,97%,30.11,0 in.,S,0
2018-10-31,02:00:00,Clear,41°F,40°F,97%,30.10,0 in.,S,0
2018-10-31,03:00:00,Clear,40°F,40°F,98%,30.09,0 in.,S,0
2018-10-31,04:00:00,Clear,40°F,40°F,98%,30.08,0 in.,S,0
2018-10-31,05:00:00,Clear,39°F,38°F,98%,30.08,0 in.,S,0
2018-10-31,06:00:00,Clear,38°F,38°F,98%,30.07,0 in.,S,0
2018-10-31,07:00:00,Clear,38°F,38°F,98%,30.07,0 in.,S,0
2018-10-31,08:00:00,Clear,37°F,37°F,98%,30.07,0 in.,S,0
2018-10-31,09:00:00,Clear,41°F,41°F,99%,30.07,0 in.,S,0
2018-10-31,10:00:00,Clear,46°F,46°F,99%,30.06,0 in.,S,0
2018-10-31,11:00:00,Clear,53°F,50°F,89%,30.04,0 in.,ESE,0
2018-10-31,12:00:00,Clear,62°F,54°F,75%,30.03,0 in.,ESE,0
2018-10-31,13:00:00,Clear,68°F,56°F,65%,30.00,0 in.,ESE,0
2018-10-31,14:00:00,Clear,70°F,57°F,63%,29.97,0 in.,WSW,1
2018-10-31,15:00:00,Clear,69°F,57°F,66%,29.94,0 in.,WSW,0
2018-10-31,16:00:00,Clear,74°F,60°F,62%,29.91,0 in.,SW,0
2018-10-31,17:00:00,Clear,72°F,58°F,62%,29.92,0 in.,SSW,0
2018-10-31,18:00:00,Clear,67°F,56°F,68%,29.93,0 in.,SW,3
2018-10-31,19:00:00,Clear,64°F,56°F,75%,29.95,0 in.,WSW,0
2018-10-31,20:00:00,Cloudy,61°F,56°F,83%,29.95,0 in.,WSW,0
2018-10-31,21:00:00,Cloudy,60°F,56°F,86%,29.94,0 in.,WSW,0
2018-10-31,22:00:00,Clear,58°F,55°F,90%,29.94,0 in.,WSW,0
2018-10-31,23:00:00,Clear,57°F,55°F,92%,29.94,0 in.,WSW,0
2018-11-01,00:00:00,Partly Cloudy,56°F,54°F,94%,29.92,0 in.,WSW,0
2018-11-01,01:00:00,Partly Cloudy,55°F,54°F,96%,29.91,0 in.,W,0
2018-11-01,02:00:00,Clear,54°F,53°F,97%,29.89,0 in.,W,0
2018-11-01,03:00:00,Clear,53°F,52°F,97%,29.88,0 in.,W,0
2018-11-01,04:00:00,Clear,51°F,50°F,98%,29.88,0 in.,W,0
2018-11-01,05:00:00,Clear,51°F,50°F,98%,29.88,0 in.,W,0
2018-11-01,06:00:00,Clear,51°F,51°F,99%,29.88,0 in.,W,0
2018-11-01,07:00:00,Clear,51°F,51°F,99%,29.89,0 in.,W,0
2018-11-01,08:00:00,Clear,51°F,51°F,99%,29.88,0 in.,W,0
2018-11-01,09:00:00,Clear,52°F,52°F,99%,29.90,0 in.,W,0
2018-11-01,10:00:00,Clear,59°F,57°F,94%,29.89,0 in.,W,0
2018-11-01,11:00:00,Clear,65°F,59°F,82%,29.87,0 in.,WSW,0
2018-11-01,12:00:00,Clear,69°F,60°F,73%,29.86,0 in.,WSW,2
2018-11-01,13:00:00,Clear,71°F,62°F,72%,29.84,0 in.,E,1
2018-11-01,14:00:00,Clear,72°F,61°F,68%,29.83,0 in.,W,4
2018-11-01,15:00:00,Clear,72°F,62°F,70%,29.81,0 in.,S,1
2018-11-01,16:00:00,Clear,70°F,60°F,70%,29.80,0 in.,SSW,3
2018-11-01,17:00:00,Clear,68°F,60°F,75%,29.79,0 in.,SW,2
2018-11-01,18:00:00,Clear,67°F,60°F,79%,29.79,0 in.,SW,3
2018-11-01,19:00:00,Partly Cloudy,67°F,61°F,82%,29.78,0 in.,WSW,3
2018-11-01,20:00:00,Mostly Cloudy,66°F,62°F,86%,29.76,0 in.,WSW,0
2018-11-01,21:00:00,Cloudy,66°F,63°F,89%,29.74,0 in.,W,0
2018-11-01,22:00:00,Mostly Cloudy,66°F,63°F,91%,29.70,0 in.,SE,0
2018-11-01,23:00:00,Cloudy,67°F,64°F,90%,29.70,0 in.,SW,4
2018-11-02,00:00:00,Cloudy,67°F,65°F,93%,29.68,0 in.,SW,1
2018-11-02,01:00:00,Cloudy,67°F,65°F,94%,29.66,0 in.,SSW,2
2018-11-02,02:00:00,Cloudy,67°F,65°F,92%,29.65,0 in.,SW,1
2018-11-02,03:00:00,Cloudy,67°F,65°F,94%,29.65,0 in.,SSW,0
2018-11-02,04:00:00,Cloudy,66°F,65°F,97%,29.64,0.01 in.,SW,1
2018-11-02,05:00:00,Clear,66°F,65°F,98%,29.64,0.03 in.,SW,2
2018-11-02,06:00:00,Clear,66°F,65°F,98%,29.65,0.01 in.,WSW,0
2018-11-02,07:00:00,Clear,65°F,64°F,98%,29.65,0 in.,W,2
2018-11-02,08:00:00,Clear,65°F,64°F,96%,29.66,0 in.,WSW,3
2018-11-02,09:00:00,Mostly Cloudy,66°F,64°F,94%,29.68,0 in.,WSW,0
2018-11-02,10:00:00,Cloudy,67°F,65°F,92%,29.70,0 in.,WSW,3
2018-11-02,11:00:00,Partly Cloudy,69°F,66°F,90%,29.70,0 in.,WSW,1
2018-11-02,12:00:00,Clear,70°F,64°F,81%,29.70,0 in.,W,3
2018-11-02,13:00:00,Clear,70°F,63°F,79%,29.68,0 in.,SW,1
2018-11-02,14:00:00,Clear,70°F,61°F,72%,29.67,0 in.,SW,0
2018-11-02,15:00:00,Mostly Cloudy,70°F,64°F,80%,29.63,0 in.,WSW,0
2018-11-02,16:00:00,Cloudy,69°F,64°F,84%,29.64,0 in.,SSW,1
2018-11-02,17:00:00,Cloudy,64°F,63°F,96%,29.63,0.08 in.,SSW,0
2018-11-02,18:00:00,Cloudy,64°F,64°F,98%,29.61,0.08 in.,ENE,0
2018-11-02,19:00:00,Cloudy,63°F,63°F,99%,29.59,0.28 in.,SW,0
2018-11-02,20:00:00,Cloudy,58°F,57°F,98%,29.59,0.87 in.,N,0
2018-11-02,21:00:00,Cloudy,56°F,55°F,98%,29.60,0.15 in.,SSW,0
2018-11-02,22:00:00,Cloudy,54°F,53°F,98%,29.62,0 in.,SSE,0
2018-11-02,23:00:00,Cloudy,54°F,53°F,98%,29.66,0 in.,SSW,0
2018-11-03,00:00:00,Cloudy,53°F,53°F,98%,29.65,0 in.,ENE,0
2018-11-03,01:00:00,Cloudy,53°F,51°F,94%,29.66,0 in.,NE,0
2018-11-03,02:00:00,Cloudy,52°F,50°F,93%,29.67,0 in.,E,0
2018-11-03,03:00:00,Cloudy,52°F,50°F,92%,29.69,0 in.,E,0
2018-11-03,04:00:00,Cloudy,51°F,49°F,93%,29.71,0.01 in.,E,0
2018-11-03,05:00:00,Cloudy,50°F,49°F,95%,29.73,0.01 in.,N,0
2018-11-03,06:00:00,Cloudy,49°F,45°F,87%,29.78,0.01 in.,W,1
2018-11-03,07:00:00,Cloudy,48°F,42°F,80%,29.80,0 in.,SW,0
2018-11-03,08:00:00,Clear,49°F,40°F,72%,29.84,0 in.,WNW,0
2018-11-03,09:00:00,Clear,50°F,41°F,71%,29.88,0 in.,WSW,2
2018-11-03,10:00:00,Mostly Cloudy,52°F,41°F,67%,29.93,0 in.,NW,2
2018-11-03,11:00:00,Mostly Cloudy,54°F,40°F,59%,29.97,0 in.,SE,3
2018-11-03,12:00:00,Partly Cloudy,55°F,38°F,53%,30.02,0 in.,SW,4
2018-11-03,13:00:00,Mostly Cloudy,56°F,39°F,53%,30.06,0 in.,N,5
2018-11-03,14:00:00,Cloudy,57°F,40°F,54%,30.07,0 in.,ENE,3
2018-11-03,15:00:00,Partly Cloudy,58°F,40°F,51%,30.10,0 in.,WSW,3
2018-11-03,16:00:00,Partly Cloudy,58°F,39°F,49%,30.13,0 in.,W,4
2018-11-03,17:00:00,Clear,56°F,38°F,51%,30.16,0 in.,NNW,1
2018-11-03,18:00:00,Clear,53°F,38°F,56%,30.22,0 in.,WNW,0
2018-11-03,19:00:00,Clear,49°F,36°F,61%,30.24,0 in.,W,0
2018-11-03,20:00:00,Clear,44°F,36°F,73%,30.28,0 in.,W,0
2018-11-03,21:00:00,Clear,44°F,37°F,77%,30.32,0 in.,W,0
2018-11-03,22:00:00,Clear,41°F,37°F,85%,30.35,0 in.,W,0
2018-11-03,23:00:00,Clear,39°F,36°F,89%,30.36,0 in.,W,0
2018-11-04,00:00:00,Clear,38°F,37°F,94%,30.36,0 in.,W,0
2018-11-04,01:00:00,Clear,37°F,36°F,95%,30.38,0 in.,W,0
2018-11-04,02:00:00,Clear,35°F,34°F,96%,30.40,0 in.,WNW,0
2018-11-04,03:00:00,Clear,34°F,33°F,97%,30.42,0 in.,W,0
2018-11-04,04:00:00,Clear,34°F,33°F,97%,30.43,0 in.,W,0
2018-11-04,05:00:00,Clear,33°F,32°F,97%,30.44,0 in.,W,0
2018-11-04,06:00:00,Clear,33°F,32°F,97%,30.46,0 in.,W,0
2018-11-04,07:00:00,Clear,32°F,31°F,98%,30.49,0 in.,W,0
2018-11-04,08:00:00,Clear,35°F,35°F,98%,30.52,0 in.,W,0
2018-11-04,09:00:00,Clear,43°F,42°F,98%,30.52,0 in.,W,0
2018-11-04,10:00:00,Clear,50°F,42°F,74%,30.51,0 in.,ESE,0
2018-11-04,11:00:00,Clear,52°F,41°F,67%,30.50,0 in.,SSE,0
2018-11-04,12:00:00,Clear,55°F,42°F,61%,30.48,0 in.,SSW,0
2018-11-04,13:00:00,Clear,56°F,43°F,62%,30.44,0 in.,W,2
2018-11-04,14:00:00,Clear,57°F,44°F,61%,30.41,0 in.,SSE,0
2018-11-04,15:00:00,Clear,59°F,43°F,56%,30.38,0 in.,SSW,1
2018-11-04,16:00:00,Clear,58°F,42°F,56%,30.37,0 in.,SSW,0
2018-11-04,17:00:00,Clear,53°F,40°F,60%,30.36,0 in.,SE,0
2018-11-04,18:00:00,Mostly Cloudy,51°F,41°F,68%,30.37,0 in.,SE,0
2018-11-04,19:00:00,Mostly Cloudy,51°F,42°F,70%,30.37,0 in.,SE,0
2018-11-04,20:00:00,Mostly Cloudy,51°F,42°F,70%,30.37,0 in.,SE,0
2018-11-04,21:00:00,Cloudy,50°F,44°F,81%,30.37,0 in.,SSE,0
2018-11-04,22:00:00,Cloudy,50°F,44°F,81%,30.37,0 in.,SSE,0
2018-11-04,23:00:00,Cloudy,50°F,45°F,84%,30.35,0 in.,SSE,0
2018-11-05,00:00:00,Cloudy,48°F,46°F,94%,30.34,0.01 in.,SSE,0
2018-11-05,01:00:00,Cloudy,48°F,47°F,97%,30.33,0.02 in.,SSE,0
2018-11-05,02:00:00,Cloudy,48°F,47°F,97%,30.29,0.03 in.,SSE,0
2018-11-05,03:00:00,Cloudy,47°F,46°F,98%,30.26,0.01 in.,S,0
2018-11-05,04:00:00,Cloudy,48°F,47°F,98%,30.24,0.14 in.,WNW,0
2018-11-05,05:00:00,Cloudy,48°F,48°F,99%,30.21,0.3 in.,S,0
2018-11-05,06:00:00,Cloudy,49°F,49°F,99%,30.20,0.07 in.,WNW,0
2018-11-05,07:00:00,Cloudy,50°F,50°F,99%,30.21,0.21 in.,NNW,0
2018-11-05,08:00:00,Cloudy,50°F,50°F,99%,30.20,0.1 in.,W,0
2018-11-05,09:00:00,Cloudy,50°F,50°F,99%,30.20,0.12 in.,ESE,1
2018-11-05,10:00:00,Cloudy,51°F,51°F,99%,30.18,0.01 in.,ESE,1
2018-11-05,11:00:00,Cloudy,52°F,52°F,99%,30.17,0.01 in.,ESE,0
2018-11-05,12:00:00,Cloudy,54°F,54°F,99%,30.14,0 in.,SE,0
2018-11-05,13:00:00,Cloudy,54°F,53°F,98%,30.12,0 in.,E,0
2018-11-05,14:00:00,Cloudy,55°F,54°F,95%,30.10,0 in.,E,0
2018-11-05,15:00:00,Cloudy,55°F,53°F,92%,30.10,0 in.,ENE,0
2018-11-05,16:00:00,Cloudy,54°F,53°F,95%,30.10,0 in.,NE,0
2018-11-05,17:00:00,Cloudy,54°F,53°F,95%,30.08,0 in.,SE,0
2018-11-05,18:00:00,Cloudy,53°F,52°F,97%,30.09,0 in.,SE,0
2018-11-05,19:00:00,Cloudy,53°F,52°F,97%,30.09,0 in.,SE,0
2018-11-05,20:00:00,Cloudy,53°F,53°F,98%,30.08,0 in.,SE,0
2018-11-05,21:00:00,Cloudy,52°F,51°F,98%,30.09,0 in.,SE,0
2018-11-05,22:00:00,Cloudy,52°F,51°F,98%,30.08,0 in.,SE,0
2018-11-05,23:00:00,Cloudy,52°F,52°F,99%,30.05,0 in.,SE,0
2018-11-06,00:00:00,Cloudy,52°F,52°F,99%,30.04,0 in.,SE,0
2018-11-06,01:00:00,Cloudy,52°F,52°F,99%,30.01,0 in.,SE,0
2018-11-06,02:00:00,Cloudy,52°F,52°F,99%,29.99,0 in.,WSW,0
